content,label,at                       
Kentot kalau buat aplikasi yang bener jaringan udah anteng YouTube bisa giliran buka ini aplikasi malah muter seperti m2k,-1,44021.13194
Abis update malah eror' terus  tidak bisa login Sama sekali,-1,44021.13264
Sangat membantu,1,44021.13333
Mantap,1,44021.13542
ini aplikasi kenapa si  mau daftar jkn mobile tidak bisa giliran masukin nomor tlf sma email tidak bisa masuk suruh ulang lagi terus,-1,44021.13681
sangat terbantu,1,44021.1375
Aplikasi yang sangat membantu dan mempermudah penggunanya,1,44021.1375
Sangat ribet... Apakah tidak ada yang lebih simpel dan tidak harus download aplikasi...,-1,44021.13819
Bagus,1,44021.13889
Membantu informasi sekitar BPJS Kesehatan  perubahan data peserta jadi mudah.,1,44021.14653
Aplikasi mubajir pas di butuhkan susah di akses šŸ·,-1,44021.15
šŸ¤¯,1,44021.15139
Saya sudah bayar tagihan bulan september tetapi di aplikasi saya cek msh tertera masih ada tagihan  padahal bulan2 kemarin tidak pernah ada masalah,-1,44021.15139
kenapa kalau milik pemerintah kualitasnya jelek bgt.. Dari pelayanan sampe aplikasi tidak ada yang bener,-1,44021.15486
Update terus..masa setiap masuk update mulu..,-1,44021.15833
Coba lagi  coba lagi  coba lagi.,-1,44021.16042
Tot lah,-1,44021.16111
Makasi,1,44021.16181
Kurang bagus,1,44021.16528
Ok,1,44021.16736
Harus di update terus,-1,44021.16736
Mempermudah pengurusan berkas,1,44021.17222
Sangat membantu ..,1,44021.17222
Sering bgt update..,-1,44021.17431
Sehat terus,1,44021.17986
Bagus bermanfaat sekali,1,44021.18403
Sangat bagus,1,44021.18472
Ok lah,1,44021.18611
"Tolong dong min. Aplikasinya segera diperbaiki. Ini lemotnya parah min. Sangat mtidaknggu bagi para pengguna layanan BPJS. Ini fasilitas publik lo min secepatnya diperhatikan. Hal ini sangat mtidaknggu memakan waktu sehari"" bagi para pengguna BPJS.",-1,44021.18681
ok,1,44021.1875
Membantu sekali dalam urusan jaminan kesehatan,1,44021.19236
Terima kasih. Aplikasi nya sangat membantu. Perubahan data tidak perlu repot2 antri ke bpjs lg,1,44021.19444
Oke,1,44021.19514
tidak simple  muter muter melulu. di rubah rubah pada intinya tetap sama...,-1,44021.19722
Saya mau daftar  tapi NIK tidak terdaftar katanya. Macam mana? Baru dicetak pulak KK dan e-KTPnya.. why? What? Kunaun????,-1,44021.19792
Nice,1,44021.19931
Kok punya saya tiap bulan mintak di upgrade terus ya...??? padaahal aplikasi cuman seperti gini...???,-1,44021.20278
Saya sangat senang dengan adanya BPJS kesehatan mobile ini...šŸ˜ŠšŸ˜ŠšŸ˜Š,1,44021.20278
Good,1,44021.20972
Aplikasi sialan,-1,44021.21319
Bgus,1,44021.21597
Alahmdulillah semakin dipermudah di RS,1,44021.21597
Update terussssssss,-1,44021.21736
Mantu l,1,44021.22361
Jangan sebentar sebentar minta update dong.....udah gtu loadingnya lama.....,-1,44021.22431
Mantap,1,44021.22569
Aplikasi payah... Pelayanan regist jadi rumit susah login eror ... Niat nya biar pelayanan di kantor bpjs kesehatan orang2nya kerja santai makan gaji ...,-1,44021.22847
Bagus,1,44021.23403
Lebih mudah dalam kita pindah faskes.. tanpa harus ke kantor bpjs.. tingkatkan lagi biar makin sippp.terima ksih,1,44021.23611
Susah  loading melulu,-1,44021.23958
Bagus,1,44021.24375
Selalu minta update padahal tidak ada sesuatu yang baru,-1,44021.24583
Ok gun sippp,1,44021.24861
Perangkat lunak bagus dan sangat membantu,1,44021.25
Aplikasi lengkap fitur  bisa melayani masyarakat informasi tepat dapat di andalkan akses mudah,1,44021.25139
Bangsat BPJS. Duit gua lagi cekak main potong dari saldo tabungan,1,44021.25278
Turunkan dari 5 ke 1 masuk nya susah  minta di update sudah ku apdet. Mau masuk malah dianggap belum terdaftar. Haduh...,-1,44021.25417
Sangat menguntungkan bagi saya...,1,44021.25417
Mutar terus neng bikin puyeng se RtšŸ¤­šŸ˜,-1,44021.25833
Mannnntaaap,1,44021.25903
BIKIN KESEL!! MAU REGISTRASI LAMA NYA MINTA AMPUN. GAGAL TERUS!! TOLONG DIPERBAIKI!!,-1,44021.25903
Saya udah bayar iuran tapi di aplikasi tulisannya belum dibayar  tapi saya chek di web udah dibayar,-1,44021.26111
Bagus,1,44021.2625
Setelah di update mobile jkn makin tidak jlas.   login luaaaammmmmmaaaaaaa bnget.,-1,44021.26458
Oke,1,44021.26736
Bagus,1,44021.27153
"Keseringan update tapi masih sering juga eror nya.. Buat cek premi doang tidak bisa.. ""muncul transaksi tidak dapat diproses"".. apalagi mau dibuat yang lain2.. app paling tidak jelas di hp gw.. app toko online aja jarang bgt eror nya.. bpjs jugan mau kalah dong..",-1,44021.27292
berkali2 disuruh update. cape deh,-1,44021.27361
Aplikasi kesehatan yng sangat baik lengkap dan sangat membantu,1,44021.28056
Sangat membantu.jadi mudah,1,44021.28264
The best lah pokok nya.,1,44021.28264
Sebelum pakai aplikasi ini cek dulu tensi anda apakah normal.... Bahaya buat yang tensi tinggi (_)..! šŸ™ƒ,-1,44021.28333
Dikit2 update  males banget,-1,44021.28403
Selamat Siang Pak Dr Suprato .Saya mau konsultasi pak dr FX Suprato,1,44021.28403
Sangat sulit untuk login,-1,44021.28472
Selalu minta Update..šŸ˜Œ,-1,44021.29028
Sangat mudah penggunanya,1,44021.29444
baik,1,44021.29444
Gak bisa log in ngeloading terus tidak bisa digunain..mohon diperbaiki agar bisa berguna aplikasinya,-1,44021.29444
Memuaskan,1,44021.29514
Mudah buat pindah faskes tidak perlu mengantri lama...,1,44021.29792
sangat membantu,1,44021.29931
Saya sudah pernah mendaftar di aplikasi ini  ketika saya log in akun saya tidak terdaftar  ketika saya daftar nomor kartu bpjs saya sudah terdaftar.. bagaimana saya bisa masuk aplikasi ini?,-1,44021.29931
Selama ini tidak ada kendala  terima kasih bpjs,1,44021.30208
Ok,1,44021.30278
Ok terima kasih bagus,1,44021.30694
Sngt ok,1,44021.30903
mantap,1,44021.31111
Fungsi,1,44021.32153
Dengan adanya aplikasi ini memudahkan untuk mengetahui tagihan walaupun memotong secara otomatis dari rekening,1,44021.32431
baik,1,44021.33264
Setiap buka selalu minta di pembaharuan terus.,-1,44021.33333
Yang lain pada dapat BLT BPJS ketenaga kerjaan  Alahmdulillah Semangat BPJS kesehatan,1,44021.33889
Update update update melulu  pelayanan disetiap paskes kurang baik kita ini bayar tau tiap bulannya mohon diperbaiki lagi untuk pelayananya,-1,44021.34375
aplikasi Payaahhh,-1,44021.34375
Setelah di update kenapa malah sering eror ? Susah untuk diakses,-1,44021.34653
Bagus,1,44021.34861
Aplikasi ini sangat memudahakan dalam pendaftaran pembuatan sim dan perpanjangan sim. Sekian dan. Terima kasih,1,44021.35208
Lola banget  dan sering minta update. Bikin lemot,-1,44021.35694
Aplikasi lemot banget,-1,44021.35694
Disuruh download jkn mobile biar mudah. Tapi aplikasinya tidak bisa diandalkan. Selalu gagal kalau mau buka aplikasinya. Huuuu,-1,44021.35833
Keseringan update bikin tidak mutu aja...jadi malas update trs...lama2 tidak pakai aplikasi ini dah šŸ˜¤šŸ˜¤šŸ˜¤ kalau tidak updatetidak mau dibuka...bikin jengkel aja sekarang...,-1,44021.37292
asyik minta update aja.. menunya pun itu2 aja pun.,-1,44021.37292
good,1,44021.38403
aplikasi kok tidak bisa daftar terus ini gimana saya lagi butuh cepet malah kya gini padahal pelayanan ya cuman online ini...mohon segera diperbaiki saya sedang butuh,-1,44021.40278
Kenapa harus izin cek data kontak? Kalau ditolak gabisa log in. Aneh,-1,44021.40347
Hbis di uprate mlah tidak bisa dbuka. Loading sthn..,-1,44021.41181
Ok,1,44021.41736
Bagus,1,44021.41806
Tidak bisa reset password sama sekali.,-1,44021.42778
Mempermudah,1,44021.43333
aplikasi apa sih ini? kalau aplikasi pemerintah memang payah. mau daftar bpjs suruh download aplikasi. giliran pakai aplikasi  masukkan NIK tapi ada tulisan TIDAK ADA DATA KELUARGA YANG BELUM DIDAFTARKAN  SILAHKAN MASUKKAN NIK LAINNYA. woiii..!!! kita belum daftar woi...!!!,-1,44021.44931
Ah susah masuk nya padahal sudh terdaftar disistem tapi mau login tidak bisa bisa kq jelek bagt sih mana lupa password lagi mau login tolong donk diperbaikin lagi jugan sering2 update tapi tidak berkerja bagus percuma,-1,44021.45625
kenapa sll harusss update terus tiap buka?? ya Allah ribet bgt bukannya mempermudah tapi mlh mempersulit..,-1,44021.45972
Udah suka minta update  tapi sering tidak bisa di buka. Aplikasi yang buruk,-1,44021.46736
Setiap buka aplikasi selalu disuruh update.,-1,44021.47014
Baik,1,44021.48264
Ok,1,44021.4875
Good,1,44021.49236
Terlalu sering harus di up date ya,1,44021.49444
Sangat membantu,1,44021.49861
update terus..ngabisin memori,-1,44021.50347
Mantap,1,44021.50347
Puas,1,44021.50625
Parah    semoga kedepannya lebih baik,-1,44021.51667
Tadinya aplikasi ini baik baik saja tapi setelah pembaruan terus selalu eror. Mestinya aplikasi semakin kesini semakin baik bukannya malah merepotkan dan juga menyebalkan..,-1,44021.52014
Maju terus BPJS kesehatan saya puas dengan pelayanan nya cuma kalau bisa denda juga di cantumkan saja jadi apabila ada yang mau di rawat inap tidak kaget kalau ada denda karena tidak terdeteksi.tapi selebihnya puas kok.,1,44021.52014
Good,1,44021.52222
Bagus,1,44021.52361
Terlalu sering update aplikasi yang tidak berguna banget,-1,44021.52431
Registrasi sudah bisa kenapa giliran login tidak bisa? Aplikasinya gmn sih?kok malah susah,-1,44021.53125
Pembaharuan terus  hilang koneksi terus aplikasi tak jelas begitu aja terus bos !,-1,44021.53194
Mantap,1,44021.53264
good,1,44021.54653
Terlalu sering update šŸ˜£,-1,44021.54931
Good,1,44021.55
Bagus,1,44021.55694
kenapa setiap saya mo cek karti bpjs saya di aplikasi ini tidak bisa  slalu muncul nomor kartu anda belum terdaftar? Gmn ini aplikasinya????,-1,44021.5625
Ok,1,44021.56319
Pemaksaan...  padahal tidak semua warga negara butuh kartu ini,-1,44021.56319
Kenapa aplikasi sering kali minta update,1,44021.56389
Bagus,1,44021.56528
Kenapa selalu muncul eror 404 setiap mau login? Saya download aplikasi ini untuk mengecek kepesertaan aktif KIS yang saya punya  apakah masih terdaftar atas nama saya atau tidak. Saya sudah SMS beberapa kali ke kontak BPJS dan telpon ke call center tapi tidak ada tanggapan  yang ada pulsa habis sia-sia. Apakah sekarang alternatif SMS  telp  dan aplikasi JKN sudah dinonaktifkan?,-1,44021.56875
kenapa yakk sllu dsrh instal ulang? Padahal di hp sudah ada aplikasinya. Buat ribet aja,-1,44021.57222
Update z truusss... IT nya lulusan mana sih.. update bukan sekalian.. baca ulasan banyak yang mgeluh masalah update.. Emang tidak jelas ini aplikasi,-1,44021.57361
Hampir tiap minggu aplikasinya minta update,-1,44021.57917
Bosok,-1,44021.58194
Parah bngt  ko tidak bisa2 login   katanya nmr kartu belum terdaftar atau apalah2...šŸ˜…gw kasih bintang atu aja y..,-1,44021.58194
Tiap buka tiap bulan selalu suruh update..kalau tidak update tidak bisa masuk..sungguh ribet..apalagi kalau lagi buru2 sgt menjengkelkan..harusnya aplikasi dibuat mudah..simple..praktis..cepat..kalau mw update harusnya dibuat 6 bln skl atw setahun sekali bukan tiap mau buka sll hrs suruh update..mg bisa diperbaiki kedepannya..,-1,44021.58542
terlalu lambat dan sering minta diupdate.,-1,44021.59375
Update mulu  Buang kelaut... Uninstal,-1,44021.59583
Sangat membantu,1,44021.59931
Baik,1,44021.60417
Good,1,44021.60694
Coba perbaiki bug nya. Saya mau ubah dsta peserta  tapi ketika saya klik selalu tiba tiba keluar dari aplikasi. Tolong dong kan ini badan pemerintah  aplikasi kok eror terus...,-1,44021.61528
Kalau di tingkatkan lagi aplikasinya sering muncul notifikasi d update padahal sudah di update....kasih bintang 1 aja dulu...,-1,44021.61875
Baik,1,44021.62361
Mantap šŸ‘¨ mantap,1,44021.62778
Min mohon perbaiki bug nya. Saya sudah update tapi disuruh update terus. Mau sampai brapa ratus kali update agar perintah updatenya slesai?,-1,44021.63958
Bagus,1,44021.66181
Bintang satu dlu.. soalx stiap buka app mobile JKN Selalu disuruh untuk install lagi.,-1,44021.6625
Gagal terus sistem butuh perbaikan ...,-1,44021.66806
Bagus,1,44021.66806
Ok,1,44021.70417
Aplikasi jelek  tidak berfungsi sama sekali!,-1,44021.71042
Sangat membantu,1,44021.71389
Update terussdsdd,-1,44021.71875
Setiap buka mesti di upgrade..šŸ˜Œ,-1,44021.73264
Selalu memperbaiki dan memberi yang terbaik,1,44021.74375
Kenapa setiap kali saya selesai masukin e-ktp terus mau cari kok malah transaksi blum dapat di proses terus dari tadi,-1,44021.78333
Suruh masukin kode sms   tapi tidak bisa   banyak keluhan di aplikasi ini tapi tidak direspon. Hadeehh tidur ini IT nyaa.,-1,44021.82986
Sangat bermanfaat sekali dlm hidupku,1,44021.86806
Mantap,1,44021.89861
hru sllu di update setiap kali mau buka  bkin males,-1,44021.92569
kesel tapi bingung. kirain cuma saya. ternyata se-Indonesia sama semua,-1,44021.93681
Good,1,44021.95347
Terlalu sering di update...kenapa harus begitu,-1,44021.95347
Upgrade teros,-1,44021.95417
bpjs semakin oke,1,44021.9625
Mantap,1,44021.97292
Tidak mengerti,-1,44021.97361
Bagus,1,44021.98889
Aplikasi minta update  apa apa minta update  setelah di update tidak malah makin lemot  Transaksi tidak dapat di proses.. Mau nya apa si..  Kita yang lagi Urgent serba susah jadi nya.. Urus ke kantor tidak bisa  tidak ada pelayanan krn alasan covid 19  dsruh pelayanan melalui WA  Di WA disuruh masuk melalui Mobile JKN KIS.. tapi ud di aplikasi ini malah jadi mkin Ribet..,-1,44052.00694
Pegel,-1,44052.02569
Belajar tentang perawatan kuku di skukulahmu,1,44052.02917
Siip,1,44052.04722
Sering bgt minta diperbarui.. Tiap buka minta update.. HuhhšŸ¤ØšŸ¤ØšŸ¤ØšŸ¤ØšŸ¤Ø,-1,44052.05139
Tiap di buka  mintanya di update terusss... Sangat2 buruk aplikasi ini,-1,44052.05278
Keseringan minta di update,-1,44052.05764
update terosssssss  malah tidak fungsi semestinya šŸ˜«,-1,44052.06806
Aa,1,44052.07292
Suruh update mulu payah,-1,44052.07292
Eror teruss... Kapan bener nya,-1,44052.07431
Diupdate tiap hari   bukannya bagus malah makin menjengkelkan   masuk susah  makin sulit     ampun,-1,44052.075
Aplikasi jelek  lemot  sering gangguan,-1,44052.07569
Abis di update bukannya malah bener ya malah makin caur  mana minta di update melulu ini aplikasi šŸ¤¦šŸ¸æ?€¨?™‚?ø¸,-1,44052.07708
"Sinyal full buat buka kok loading muter terusss,,,kalau tidak update tidak bisa buka,,,lama"" aplikasinya tidak solutip....",-1,44052.07847
betul saat update lemot banget,-1,44052.08194
Stlh diupdate malah tidak bisa masuk aplikasi tidak bisa dbuka cm muter2 trs.,-1,44052.08333
Good,1,44052.08681
Tolong dong jugan minta update?² terus,-1,44052.08889
Mantap,1,44052.10069
Sudah Download.. mau daftar tidak bisa... Gimana ya aplikasi nya...,-1,44052.10208
Oke,1,44052.10347
Maaf sebelumnya.. tapi kenapa aplikasinya untuk daftar susah sekali? Selalu transaksi tidak dapat di proses .. terima kasih šŸ™¸,-1,44052.10417
Sangat bermafaat karena tidak harus ngantri,1,44052.10486
aplikasi paling tidak sempurna di muka bumišŸ?µšŸ?µ....tidak bisa digunakanšŸ?µšŸ?µ,-1,44052.10556
saya datang untuk daftar ke kantor bpjs terus di arahkan untuk daftar online. Tapi setiap daftar selalau gagal belum bisa di proses..dan belum bisa di proses...coba sesaat lagi terus seperti itu,-1,44052.10556
Susah banget masuknya. Perbaiki lagi sistemnya,-1,44052.10764
oke,1,44052.10764
Puas banget,1,44052.10972
puas,1,44052.1125
"Kmaren lancar"" aja, terus minta diperbarui, abis diperbarui malah tidak bisa dipakai šŸ˜’",-1,44052.11389
Tidak berguna sama sekalli,-1,44052.11736
Aplikasi kok loading tok lama bgt. Mau transaksi habis waktu di loading. šŸ‘?šŸ‘?šŸ‘?šŸ‘?šŸ‘?šŸ‘?šŸ‘?šŸ‘?šŸ‘?šŸ‘?šŸ‘?,-1,44052.11944
Setiap kali buka harus update  setelah update selalu transaksi selalu gagal pdhl cuma buat lihat premi yang harus di bayar,-1,44052.12014
OK,1,44052.12014
Semoga semakin mudah dan bermanfaat,1,44052.12083
Ok,1,44052.12153
Ok,1,44052.12222
Sangat membantu dsaat membutuhkan pertolongan kesehatan,1,44052.12431
Tambah oke fiturnya,1,44052.12639
Buat yang versi lama.. yang versi baru ngeselin.. Harus update terus...šŸ˜?šŸ˜?,1,44052.13125
ok,1,44052.13194
Bagus juga untuk mengetahui aktif atau tidak nya kartu kita,1,44052.13264
Dikit dikit update. Mles ma aplikasi macam gni,-1,44052.13611
Selalu update Sekali nya update susah update nya Kenapa tidak di kasih kartu aja kaya dulu,-1,44052.13958
Sangat membantu,1,44052.14167
Ko saya mau daftar ko jawaban suruh versi baru terus keluar si,-1,44052.14722
Tiap bulan minta update terus ,-1,44052.14931
baik,1,44052.15139
Sangat membantu,1,44052.15208
ini keg mana yaa tiap mau login bilangnya transaksi gagal terus,-1,44052.15417
perasaan sering banget update.terus tidak bisa kebuka..payah,-1,44052.15417
Update aplikasi setiap bulan  keseringan erornya dari pada nggaknya  fasilitas di lapangan tidak mumpuni setahun sekali aja belum tentu berobat pakai bpjs terus kebanyakan karyawan faskesnya yang underestimate sama pengguna bpjs  padahal bayar setiap bulan saya bayar wooooyyy kelas 1 dan bpjs karyawan yang notabenya lebih mahal dari pada bpjs umum  MIRIS šŸ¤£šŸ¤£šŸ¤£,-1,44052.15833
Ok,1,44052.15972
Bagian captcha tidak keluar kodenya. Sehingga tidak bisa log in. Mohon bantuannya. Sinyal sudah baik.,-1,44052.16458
Setiap mau buka profil selalu aja keluar sendiri dri aplikasi ke menu utama lagi.,-1,44052.16458
Bagus,1,44052.16597
Tiap bulan update terus  update terus tapi sering erornya  transaksi selalu gagal coba lagi ulangi lagi...jgn terlalu sering update kenapa sih update boleh tapi kalau keseringan ntar bikin candu,-1,44052.16944
oke,1,44052.17083
kenapa harus susah masuk,-1,44052.175
Selalu minta update  payah.,-1,44052.17569
Keseringan update,-1,44052.17639
Udah bayar BPJS kesehatan kok masih ada tagihan kepada saya,-1,44052.17639
Kagak bisa daftar,-1,44052.17708
Okelah,1,44052.18264
Ini aplikasi keluar tulisan transaksi belum dapat diproses terus  silahkan coba beberapa saat lagi.. mohon segera diperbaiki.. terima kasih,-1,44052.18611
Ok,1,44052.18819
mantap,1,44052.18819
Mantap,1,44052.19375
Kok saya tidak bisa instal ya...,-1,44052.19653
Good,1,44052.19792
Menyedihkan aplikasinya,-1,44052.19931
Makasi sangat membantu,1,44052.20139
